panel,partition,group,structure_id,pocket_id,ec1,native6,common4,metal_symbols,matched_site_keys
care,train,a3mv61,A3MV61__chain_A__EC_3.1.26.11,A3MV61__chain_A__EC_3.1.26.11_METAL_0,3,2,2,ZN,"[[""a3mv61"",""3.1.26.11"",""A_9001""],[""a3mv61"",""3.1.26.11"",""A_9002""]]"
care,train,a4hyt9,"A4HYT9__chain_A__EC_1.13.11.53,1.13.11.54","A4HYT9__chain_A__EC_1.13.11.53,1.13.11.54_METAL_0",1,5,3,NI,"[[""a4hyt9"",""1.13.11.53;1.13.11.54"",""A_9001""]]"
care,train,a4j675,"A4J675__chain_A__EC_3.5.4.28,3.5.4.31","A4J675__chain_A__EC_3.5.4.28,3.5.4.31_METAL_0",3,2,2,ZN,"[[""a4j675"",""3.5.4.28;3.5.4.31"",""A_9001""]]"
care,train,a4j675,"A4J675__chain_A__EC_3.5.4.28,3.5.4.31","A4J675__chain_A__EC_3.5.4.28,3.5.4.31_METAL_1",3,2,2,ZN,"[[""a4j675"",""3.5.4.28;3.5.4.31"",""A_9002""]]"
care,train,a4j675,"A4J675__chain_A__EC_3.5.4.28,3.5.4.31","A4J675__chain_A__EC_3.5.4.28,3.5.4.31_METAL_4",3,2,2,ZN,"[[""a4j675"",""3.5.4.28;3.5.4.31"",""A_9005""]]"
care,train,a4vcl2,A4VCL2__chain_A__EC_2.7.11.1,A4VCL2__chain_A__EC_2.7.11.1_METAL_0,2,0,0,MN,"[[""a4vcl2"",""2.7.11.1"",""A_9001""],[""a4vcl2"",""2.7.11.1"",""A_9002""]]"
care,train,a4wev6,A4WEV6__chain_A__EC_4.1.2.40,A4WEV6__chain_A__EC_4.1.2.40_METAL_0,4,2,2,ZN,"[[""a4wev6"",""4.1.2.40"",""A_9001""],[""a4wev6"",""4.1.2.40"",""A_9002""],[""a4wev6"",""4.1.2.40"",""A_9011""]]"
care,train,a4wev6,A4WEV6__chain_A__EC_4.1.2.40,A4WEV6__chain_A__EC_4.1.2.40_METAL_1,4,2,2,ZN,"[[""a4wev6"",""4.1.2.40"",""A_9003""]]"
care,train,a4wev6,A4WEV6__chain_A__EC_4.1.2.40,A4WEV6__chain_A__EC_4.1.2.40_METAL_8,4,2,2,ZN,"[[""a4wev6"",""4.1.2.40"",""A_9010""]]"
care,train,a4wg94,A4WG94__chain_A__EC_4.1.2.19,A4WG94__chain_A__EC_4.1.2.19_METAL_0,4,2,2,ZN,"[[""a4wg94"",""4.1.2.19"",""A_9001""]]"
care,train,a4wg94,A4WG94__chain_A__EC_4.1.2.19,A4WG94__chain_A__EC_4.1.2.19_METAL_8,4,2,2,ZN,"[[""a4wg94"",""4.1.2.19"",""A_9009""]]"
care,train,a5dah9,A5DAH9__chain_A__EC_2.7.1.26,A5DAH9__chain_A__EC_2.7.1.26_METAL_0,2,2,2,ZN,"[[""a5dah9"",""2.7.1.26"",""A_9001""]]"
care,train,a5udw2,A5UDW2__chain_A__EC_4.1.99.12,A5UDW2__chain_A__EC_4.1.99.12_METAL_0,4,0,0,MN,"[[""a5udw2"",""4.1.99.12"",""A_9001""]]"
care,train,a5uei7,A5UEI7__chain_A__EC_3.5.4.5,A5UEI7__chain_A__EC_3.5.4.5_METAL_0,3,2,2,ZN,"[[""a5uei7"",""3.5.4.5"",""A_9001""]]"
care,train,a5vx32,A5VX32__chain_A__EC_4.1.1.49,A5VX32__chain_A__EC_4.1.1.49_METAL_0,4,0,0,MN,"[[""a5vx32"",""4.1.1.49"",""A_9001""],[""a5vx32"",""4.1.1.49"",""A_9002""]]"
care,train,a6zqj2,A6ZQJ2__chain_A__EC_2.4.1.186,A6ZQJ2__chain_A__EC_2.4.1.186_METAL_0,2,0,0,MN,"[[""a6zqj2"",""2.4.1.186"",""A_9001""]]"
care,train,a7hmy3,A7HMY3__chain_A__EC_2.4.2.59,A7HMY3__chain_A__EC_2.4.2.59_METAL_1,2,3,3,FE,"[[""a7hmy3"",""2.4.2.59"",""A_9002""],[""a7hmy3"",""2.4.2.59"",""A_9003""]]"
care,train,a7ih44,A7IH44__chain_A__EC_3.5.1.18,A7IH44__chain_A__EC_3.5.1.18_METAL_0,3,2,2,ZN,"[[""a7ih44"",""3.5.1.18"",""A_9001""],[""a7ih44"",""3.5.1.18"",""A_9002""]]"
care,train,a7mu37,A7MU37__chain_A__EC_3.4.11.23,A7MU37__chain_A__EC_3.4.11.23_METAL_0,3,0,0,MN,"[[""a7mu37"",""3.4.11.23"",""A_9001""]]"
care,train,a8mag0,A8MAG0__chain_A__EC_1.1.1.47,A8MAG0__chain_A__EC_1.1.1.47_METAL_0,1,2,2,ZN,"[[""a8mag0"",""1.1.1.47"",""A_9001""]]"
care,train,a8xea2,A8XEA2__chain_A__EC_1.14.11.27,A8XEA2__chain_A__EC_1.14.11.27_METAL_0,1,3,3,FE,"[[""a8xea2"",""1.14.11.27"",""A_9001""]]"
care,train,a9bhi9,A9BHI9__chain_A__EC_2.4.1.266,A9BHI9__chain_A__EC_2.4.1.266_METAL_0,2,0,0,MN,"[[""a9bhi9"",""2.4.1.266"",""A_9001""]]"
care,train,a9ces3,A9CES3__chain_A__EC_1.1.1.407,A9CES3__chain_A__EC_1.1.1.407_METAL_0,1,2,2,ZN,"[[""a9ces3"",""1.1.1.407"",""A_9001""],[""a9ces3"",""1.1.1.407"",""A_9002""],[""a9ces3"",""1.1.1.407"",""A_9004""]]"
care,train,a9ces3,A9CES3__chain_A__EC_1.1.1.407,A9CES3__chain_A__EC_1.1.1.407_METAL_1,1,2,2,ZN,"[[""a9ces3"",""1.1.1.407"",""A_9003""]]"
care,train,a9v2c1,A9V2C1__chain_A__EC_4.2.1.84,A9V2C1__chain_A__EC_4.2.1.84_METAL_0,4,3,3,FE,"[[""a9v2c1"",""4.2.1.84"",""A_9001""]]"
care,train,a9wb45,A9WB45__chain_A__EC_2.2.1.9,A9WB45__chain_A__EC_2.2.1.9_METAL_0,2,0,0,MN,"[[""a9wb45"",""2.2.1.9"",""A_9001""]]"
care,train,b0jvq9,B0JVQ9__chain_A__EC_4.2.1.109,B0JVQ9__chain_A__EC_4.2.1.109_METAL_0,4,2,2,ZN,"[[""b0jvq9"",""4.2.1.109"",""A_9001""]]"
care,train,b0jzv4,B0JZV4__chain_A__EC_3.4.17.24,B0JZV4__chain_A__EC_3.4.17.24_METAL_0,3,2,2,ZN,"[[""b0jzv4"",""3.4.17.24"",""A_9001""]]"
care,train,b1l7k1,B1L7K1__chain_A__EC_1.1.1.261,B1L7K1__chain_A__EC_1.1.1.261_METAL_0,1,2,2,ZN,"[[""b1l7k1"",""1.1.1.261"",""A_9001""]]"
care,train,b1mk49,B1MK49__chain_A__EC_3.7.1.4,B1MK49__chain_A__EC_3.7.1.4_METAL_0,3,2,2,ZN,"[[""b1mk49"",""3.7.1.4"",""A_9001""]]"
care,train,b1vuc2,B1VUC2__chain_A__EC_6.5.1.2,B1VUC2__chain_A__EC_6.5.1.2_METAL_1,6,0,0,MN,"[[""b1vuc2"",""6.5.1.2"",""A_9002""]]"
care,train,b1vuc2,B1VUC2__chain_A__EC_6.5.1.2,B1VUC2__chain_A__EC_6.5.1.2_METAL_3,6,0,0,MN,"[[""b1vuc2"",""6.5.1.2"",""A_9004""]]"
care,train,b2fsw8,B2FSW8__chain_A__EC_4.2.2.26,B2FSW8__chain_A__EC_4.2.2.26_METAL_0,4,2,2,ZN,"[[""b2fsw8"",""4.2.2.26"",""A_9001""]]"
care,train,b2gus6,B2GUS6__chain_A__EC_1.14.11.27,B2GUS6__chain_A__EC_1.14.11.27_METAL_0,1,3,3,FE,"[[""b2gus6"",""1.14.11.27"",""A_9001""]]"
care,train,b2ipg3,B2IPG3__chain_A__EC_4.99.1.9,B2IPG3__chain_A__EC_4.99.1.9_METAL_0,4,3,3,FE,"[[""b2ipg3"",""4.99.1.9"",""A_9001""]]"
care,train,b2j6x9,B2J6X9__chain_A__EC_4.2.3.154,B2J6X9__chain_A__EC_4.2.3.154_METAL_0,4,2,2,ZN,"[[""b2j6x9"",""4.2.3.154"",""A_9001""]]"
care,train,b2t6d4,B2T6D4__chain_A__EC_4.1.1.98,B2T6D4__chain_A__EC_4.1.1.98_METAL_0,4,0,0,MN,"[[""b2t6d4"",""4.1.1.98"",""A_9001""]]"
care,train,b2utp7,B2UTP7__chain_A__EC_3.5.2.3,B2UTP7__chain_A__EC_3.5.2.3_METAL_0,3,2,2,ZN,"[[""b2utp7"",""3.5.2.3"",""A_9001""],[""b2utp7"",""3.5.2.3"",""A_9002""]]"
care,train,b2wkr4,B2WKR4__chain_A__EC_3.4.11.9,B2WKR4__chain_A__EC_3.4.11.9_METAL_0,3,0,0,MN,"[[""b2wkr4"",""3.4.11.9"",""A_9001""],[""b2wkr4"",""3.4.11.9"",""A_9002""]]"
care,train,b3a0p2,B3A0P2__chain_A__EC_4.2.1.1,B3A0P2__chain_A__EC_4.2.1.1_METAL_0,4,2,2,ZN,"[[""b3a0p2"",""4.2.1.1"",""A_9001""]]"
care,train,b4l6q5,B4L6Q5__chain_A__EC_1.14.11.27,B4L6Q5__chain_A__EC_1.14.11.27_METAL_0,1,3,3,FE,"[[""b4l6q5"",""1.14.11.27"",""A_9001""]]"
care,train,b4q068,B4Q068__chain_A__EC_1.14.11.27,B4Q068__chain_A__EC_1.14.11.27_METAL_0,1,3,3,FE,"[[""b4q068"",""1.14.11.27"",""A_9001""]]"
care,train,b5za76,B5ZA76__chain_A__EC_3.1.1.72,B5ZA76__chain_A__EC_3.1.1.72_METAL_0,3,2,2,ZN,"[[""b5za76"",""3.1.1.72"",""A_9001""],[""b5za76"",""3.1.1.72"",""A_9002""]]"
care,train,b5za76,B5ZA76__chain_A__EC_3.1.1.72,B5ZA76__chain_A__EC_3.1.1.72_METAL_3,3,2,2,ZN,"[[""b5za76"",""3.1.1.72"",""A_9005""]]"
care,train,b5zc42,B5ZC42__chain_A__EC_6.1.1.3,B5ZC42__chain_A__EC_6.1.1.3_METAL_0,6,2,2,ZN,"[[""b5zc42"",""6.1.1.3"",""A_9001""]]"
care,train,b6qaw7,B6QAW7__chain_A__EC_3.4.11.9,B6QAW7__chain_A__EC_3.4.11.9_METAL_0,3,0,0,MN,"[[""b6qaw7"",""3.4.11.9"",""A_9001""],[""b6qaw7"",""3.4.11.9"",""A_9002""]]"
care,train,b6qna1,B6QNA1__chain_A__EC_4.4.1.22,B6QNA1__chain_A__EC_4.4.1.22_METAL_1,4,2,2,ZN,"[[""b6qna1"",""4.4.1.22"",""A_9002""]]"
care,train,b6v6v5,B6V6V5__chain_A__EC_1.14.15.30,B6V6V5__chain_A__EC_1.14.15.30_METAL_0,1,3,3,FE,"[[""b6v6v5"",""1.14.15.30"",""A_9001""]]"
care,train,b6yq90,B6YQ90__chain_A__EC_3.1.26.11,B6YQ90__chain_A__EC_3.1.26.11_METAL_0,3,2,2,ZN,"[[""b6yq90"",""3.1.26.11"",""A_9001""]]"
care,train,b6yq90,B6YQ90__chain_A__EC_3.1.26.11,B6YQ90__chain_A__EC_3.1.26.11_METAL_1,3,2,2,ZN,"[[""b6yq90"",""3.1.26.11"",""A_9002""]]"
care,train,b7g620,B7G620__chain_A__EC_1.1.1.41,B7G620__chain_A__EC_1.1.1.41_METAL_0,1,0,0,MN,"[[""b7g620"",""1.1.1.41"",""A_9001""]]"
care,train,b7g620,B7G620__chain_A__EC_1.1.1.41,B7G620__chain_A__EC_1.1.1.41_METAL_2,1,0,0,MN,"[[""b7g620"",""1.1.1.41"",""A_9003""]]"
care,train,b7sb91,B7SB91__chain_A__EC_1.14.19.6,B7SB91__chain_A__EC_1.14.19.6_METAL_0,1,3,3,FE,"[[""b7sb91"",""1.14.19.6"",""A_9001""]]"
care,train,b7sb91,B7SB91__chain_A__EC_1.14.19.6,B7SB91__chain_A__EC_1.14.19.6_METAL_1,1,3,3,FE,"[[""b7sb91"",""1.14.19.6"",""A_9002""]]"
care,train,b7yzv4,B7YZV4__chain_A__EC_3.1.4.17,B7YZV4__chain_A__EC_3.1.4.17_METAL_0,3,2,2,ZN,"[[""b7yzv4"",""3.1.4.17"",""A_9001""],[""b7yzv4"",""3.1.4.17"",""A_9002""]]"
care,train,b8nm74,B8NM74__chain_A__EC_1.14.18.1,B8NM74__chain_A__EC_1.14.18.1_METAL_0,1,1,1,CU,"[[""b8nm74"",""1.14.18.1"",""A_9001""],[""b8nm74"",""1.14.18.1"",""A_9002""],[""b8nm74"",""1.14.18.1"",""A_9003""],[""b8nm74"",""1.14.18.1"",""A_9004""]]"
care,train,b8nm74,B8NM74__chain_A__EC_1.14.18.1,B8NM74__chain_A__EC_1.14.18.1_METAL_4,1,1,1,CU,"[[""b8nm74"",""1.14.18.1"",""A_9011""]]"
care,train,b9jk75,B9JK75__chain_A__EC_1.1.1.421,B9JK75__chain_A__EC_1.1.1.421_METAL_0,1,2,2,ZN,"[[""b9jk75"",""1.1.1.421"",""A_9001""]]"
care,train,b9jpk6,B9JPK6__chain_A__EC_3.1.1.81,B9JPK6__chain_A__EC_3.1.1.81_METAL_0,3,2,2,ZN,"[[""b9jpk6"",""3.1.1.81"",""A_9001""],[""b9jpk6"",""3.1.1.81"",""A_9002""]]"
care,train,c1f541,C1F541__chain_A__EC_3.5.1.88,C1F541__chain_A__EC_3.5.1.88_METAL_0,3,3,3,FE,"[[""c1f541"",""3.5.1.88"",""A_9001""]]"
care,train,c4lg06,C4LG06__chain_A__EC_3.6.1.54,C4LG06__chain_A__EC_3.6.1.54_METAL_0,3,0,0,MN,"[[""c4lg06"",""3.6.1.54"",""A_9001""],[""c4lg06"",""3.6.1.54"",""A_9002""]]"
care,train,c4lht4,C4LHT4__chain_A__EC_3.5.1.103,C4LHT4__chain_A__EC_3.5.1.103_METAL_0,3,2,2,ZN,"[[""c4lht4"",""3.5.1.103"",""A_9001""]]"
care,train,c4lil9,C4LIL9__chain_A__EC_6.3.1.13,C4LIL9__chain_A__EC_6.3.1.13_METAL_0,6,2,2,ZN,"[[""c4lil9"",""6.3.1.13"",""A_9001""]]"
care,train,c5a5r8,C5A5R8__chain_A__EC_5.3.1.9,C5A5R8__chain_A__EC_5.3.1.9_METAL_0,5,3,3,FE,"[[""c5a5r8"",""5.3.1.9"",""A_9001""]]"
care,train,c5d720,"C5D720__chain_A__EC_3.4.11.1,3.4.11.10","C5D720__chain_A__EC_3.4.11.1,3.4.11.10_METAL_0",3,0,0,MN,"[[""c5d720"",""3.4.11.1;3.4.11.10"",""A_9001""]]"
care,train,c5g8p3,C5G8P3__chain_A__EC_3.4.24.39,C5G8P3__chain_A__EC_3.4.24.39_METAL_0,3,2,2,ZN,"[[""c5g8p3"",""3.4.24.39"",""A_9001""]]"
care,train,c6xzb6,"C6XZB6__chain_A__EC_4.2.2.7,4.2.2.8","C6XZB6__chain_A__EC_4.2.2.7,4.2.2.8_METAL_0",4,2,2,ZN,"[[""c6xzb6"",""4.2.2.7;4.2.2.8"",""A_9001""]]"
care,train,c8wjz5,C8WJZ5__chain_A__EC_3.1.4.57,C8WJZ5__chain_A__EC_3.1.4.57_METAL_0,3,0,0,MN,"[[""c8wjz5"",""3.1.4.57"",""A_9001""]]"
care,train,c8wjz5,C8WJZ5__chain_A__EC_3.1.4.57,C8WJZ5__chain_A__EC_3.1.4.57_METAL_1,3,0,0,MN,"[[""c8wjz5"",""3.1.4.57"",""A_9002""],[""c8wjz5"",""3.1.4.57"",""A_9003""]]"
care,train,c8x8s1,C8X8S1__chain_A__EC_6.3.1.13,C8X8S1__chain_A__EC_6.3.1.13_METAL_0,6,2,2,ZN,"[[""c8x8s1"",""6.3.1.13"",""A_9001""]]"
care,train,d0e8i5,D0E8I5__chain_A__EC_1.13.11.78,D0E8I5__chain_A__EC_1.13.11.78_METAL_0,1,3,3,FE,"[[""d0e8i5"",""1.13.11.78"",""A_9001""],[""d0e8i5"",""1.13.11.78"",""A_9002""]]"
care,train,d2z025,D2Z025__chain_A__EC_3.5.3.25,D2Z025__chain_A__EC_3.5.3.25_METAL_0,3,0,0,MN,"[[""d2z025"",""3.5.3.25"",""A_9001""],[""d2z025"",""3.5.3.25"",""A_9002""]]"
care,train,d3wz85,D3WZ85__chain_A__EC_3.5.99.8,D3WZ85__chain_A__EC_3.5.99.8_METAL_0,3,2,2,ZN,"[[""d3wz85"",""3.5.99.8"",""A_9001""],[""d3wz85"",""3.5.99.8"",""A_9002""]]"
care,train,d3wz85,D3WZ85__chain_A__EC_3.5.99.8,D3WZ85__chain_A__EC_3.5.99.8_METAL_4,3,2,2,ZN,"[[""d3wz85"",""3.5.99.8"",""A_9006""]]"
care,train,d4am78,D4AM78__chain_A__EC_3.5.1.41,D4AM78__chain_A__EC_3.5.1.41_METAL_0,3,4,3,CO,"[[""d4am78"",""3.5.1.41"",""A_9001""]]"
care,train,d4an26,D4AN26__chain_A__EC_1.13.11.20,D4AN26__chain_A__EC_1.13.11.20_METAL_0,1,3,3,FE,"[[""d4an26"",""1.13.11.20"",""A_9001""]]"
care,train,d4b5f9,D4B5F9__chain_A__EC_3.5.1.104,D4B5F9__chain_A__EC_3.5.1.104_METAL_0,3,2,2,ZN,"[[""d4b5f9"",""3.5.1.104"",""A_9001""]]"
care,train,d5aku6,D5AKU6__chain_A__EC_2.3.1.222,D5AKU6__chain_A__EC_2.3.1.222_METAL_0,2,2,2,ZN,"[[""d5aku6"",""2.3.1.222"",""A_9001""]]"
care,train,d5aku6,D5AKU6__chain_A__EC_2.3.1.222,D5AKU6__chain_A__EC_2.3.1.222_METAL_1,2,2,2,ZN,"[[""d5aku6"",""2.3.1.222"",""A_9002""]]"
care,train,d5igg0,D5IGG0__chain_A__EC_1.14.12.22,D5IGG0__chain_A__EC_1.14.12.22_METAL_0,1,3,3,FE,"[[""d5igg0"",""1.14.12.22"",""A_9001""]]"
care,train,d5mtt1,"D5MTT1__chain_A__EC_5.3.1.7,5.3.1.15","D5MTT1__chain_A__EC_5.3.1.7,5.3.1.15_METAL_0",5,0,0,MN,"[[""d5mtt1"",""5.3.1.7;5.3.1.15"",""A_9001""]]"
care,train,d5v0n9,D5V0N9__chain_A__EC_3.1.4.46,D5V0N9__chain_A__EC_3.1.4.46_METAL_0,3,3,3,FE,"[[""d5v0n9"",""3.1.4.46"",""A_9001""]]"
care,train,d9ia43,D9IA43__chain_A__EC_7.1.1.9,D9IA43__chain_A__EC_7.1.1.9_METAL_0,7,1,1,CU,"[[""d9ia43"",""7.1.1.9"",""A_9001""]]"
care,train,d9rz53,"D9RZ53__chain_A__EC_5.3.1.7,5.3.1.15","D9RZ53__chain_A__EC_5.3.1.7,5.3.1.15_METAL_0",5,0,0,MN,"[[""d9rz53"",""5.3.1.7;5.3.1.15"",""A_9001""]]"
care,train,e0zs48,E0ZS48__chain_A__EC_3.5.1.5,E0ZS48__chain_A__EC_3.5.1.5_METAL_0,3,5,3,NI,"[[""e0zs48"",""3.5.1.5"",""A_9001""],[""e0zs48"",""3.5.1.5"",""A_9002""]]"
care,train,e1v7w0,E1V7W0__chain_A__EC_3.5.1.125,E1V7W0__chain_A__EC_3.5.1.125_METAL_0,3,2,2,ZN,"[[""e1v7w0"",""3.5.1.125"",""A_9001""]]"
care,train,e2gin1,E2GIN1__chain_A__EC_1.14.11.45,E2GIN1__chain_A__EC_1.14.11.45_METAL_0,1,3,3,FE,"[[""e2gin1"",""1.14.11.45"",""A_9001""]]"
care,train,e3pzs1,"E3PZS1__chain_A__EC_1.14.19.2,1.14.19.11","E3PZS1__chain_A__EC_1.14.19.2,1.14.19.11_METAL_0",1,3,3,FE,"[[""e3pzs1"",""1.14.19.2;1.14.19.11"",""A_9001""],[""e3pzs1"",""1.14.19.2;1.14.19.11"",""A_9002""]]"
care,train,e4usi8,E4USI8__chain_A__EC_3.4.11.9,E4USI8__chain_A__EC_3.4.11.9_METAL_0,3,0,0,MN,"[[""e4usi8"",""3.4.11.9"",""A_9001""],[""e4usi8"",""3.4.11.9"",""A_9002""]]"
care,train,e7fhc4,E7FHC4__chain_A__EC_1.12.1.5,E7FHC4__chain_A__EC_1.12.1.5_METAL_0,1,,3,FE+NI,"[[""e7fhc4"",""1.12.1.5"",""A_9001""],[""e7fhc4"",""1.12.1.5"",""A_9002""],[""e7fhc4"",""1.12.1.5"",""A_9003""]]"
care,train,e8mgh8,E8MGH8__chain_A__EC_3.2.1.185,E8MGH8__chain_A__EC_3.2.1.185_METAL_0,3,2,2,ZN,"[[""e8mgh8"",""3.2.1.185"",""A_9001""]]"
care,train,f0kfi5,F0KFI5__chain_A__EC_1.14.13.239,F0KFI5__chain_A__EC_1.14.13.239_METAL_0,1,3,3,FE,"[[""f0kfi5"",""1.14.13.239"",""A_9001""]]"
care,train,f1lq70,"F1LQ70__chain_A__EC_1.13.11.31,1.13.11.33","F1LQ70__chain_A__EC_1.13.11.31,1.13.11.33_METAL_0",1,3,3,FE,"[[""f1lq70"",""1.13.11.31;1.13.11.33"",""A_9001""],[""f1lq70"",""1.13.11.31;1.13.11.33"",""A_9002""]]"
care,train,f2rb80,F2RB80__chain_A__EC_1.14.99.65,F2RB80__chain_A__EC_1.14.99.65_METAL_0,1,3,3,FE,"[[""f2rb80"",""1.14.99.65"",""A_9001""]]"
care,train,f4j0a8,F4J0A8__chain_A__EC_1.14.11.2,F4J0A8__chain_A__EC_1.14.11.2_METAL_0,1,3,3,FE,"[[""f4j0a8"",""1.14.11.2"",""A_9001""]]"
care,train,f4jz24,F4JZ24__chain_A__EC_1.14.11.2,F4JZ24__chain_A__EC_1.14.11.2_METAL_0,1,3,3,FE,"[[""f4jz24"",""1.14.11.2"",""A_9001""]]"
care,train,f4p6t0,F4P6T0__chain_A__EC_1.10.3.11,F4P6T0__chain_A__EC_1.10.3.11_METAL_0,1,3,3,FE,"[[""f4p6t0"",""1.10.3.11"",""A_9001""],[""f4p6t0"",""1.10.3.11"",""A_9002""]]"
care,train,f9us27,"F9US27__chain_A__EC_4.1.1.59,4.1.1.63","F9US27__chain_A__EC_4.1.1.59,4.1.1.63_METAL_0",4,0,0,MN,"[[""f9us27"",""4.1.1.59;4.1.1.63"",""A_9001""]]"
care,train,f9uss9,F9USS9__chain_A__EC_5.1.2.1,F9USS9__chain_A__EC_5.1.2.1_METAL_0,5,5,3,NI,"[[""f9uss9"",""5.1.2.1"",""A_9001""]]"
care,train,g1ubd1,G1UBD1__chain_A__EC_1.14.18.3,G1UBD1__chain_A__EC_1.14.18.3_METAL_0,1,1,1,CU,"[[""g1ubd1"",""1.14.18.3"",""A_9001""]]"
care,train,g4my67,G4MY67__chain_A__EC_2.5.1.58,G4MY67__chain_A__EC_2.5.1.58_METAL_0,2,2,2,ZN,"[[""g4my67"",""2.5.1.58"",""A_9001""]]"
care,train,g5ebv0,G5EBV0__chain_A__EC_1.14.11.29,G5EBV0__chain_A__EC_1.14.11.29_METAL_0,1,3,3,FE,"[[""g5ebv0"",""1.14.11.29"",""A_9001""]]"
care,train,h1aap2,H1AAP2__chain_A__EC_3.13.1.7,H1AAP2__chain_A__EC_3.13.1.7_METAL_0,3,2,2,ZN,"[[""h1aap2"",""3.13.1.7"",""A_9001""]]"
care,train,h2k893,H2K893__chain_A__EC_2.4.1.338,H2K893__chain_A__EC_2.4.1.338_METAL_0,2,0,0,MN,"[[""h2k893"",""2.4.1.338"",""A_9001""]]"
care,train,h2k893,H2K893__chain_A__EC_2.4.1.338,H2K893__chain_A__EC_2.4.1.338_METAL_2,2,0,0,MN,"[[""h2k893"",""2.4.1.338"",""A_9003""]]"
care,train,h2ql32,H2QL32__chain_A__EC_3.1.4.35,H2QL32__chain_A__EC_3.1.4.35_METAL_0,3,2,2,ZN,"[[""h2ql32"",""3.1.4.35"",""A_9001""],[""h2ql32"",""3.1.4.35"",""A_9002""]]"
care,train,h9j9m0,H9J9M0__chain_A__EC_3.5.1.41,H9J9M0__chain_A__EC_3.5.1.41_METAL_0,3,2,2,ZN,"[[""h9j9m0"",""3.5.1.41"",""A_9001""]]"
care,train,h9jw44,H9JW44__chain_A__EC_3.5.1.41,H9JW44__chain_A__EC_3.5.1.41_METAL_0,3,2,2,ZN,"[[""h9jw44"",""3.5.1.41"",""A_9001""]]"
care,train,h9n289,H9N289__chain_A__EC_1.14.13.178,H9N289__chain_A__EC_1.14.13.178_METAL_0,1,3,3,FE,"[[""h9n289"",""1.14.13.178"",""A_9001""]]"
care,train,i1s2n3,I1S2N3__chain_A__EC_1.1.3.9,I1S2N3__chain_A__EC_1.1.3.9_METAL_0,1,1,1,CU,"[[""i1s2n3"",""1.1.3.9"",""A_9001""]]"
care,train,i1s2n3,I1S2N3__chain_A__EC_1.1.3.9,I1S2N3__chain_A__EC_1.1.3.9_METAL_1,1,1,1,CU,"[[""i1s2n3"",""1.1.3.9"",""A_9002""]]"
care,train,i3lm39,I3LM39__chain_A__EC_2.7.7.86,I3LM39__chain_A__EC_2.7.7.86_METAL_2,2,0,0,MN,"[[""i3lm39"",""2.7.7.86"",""A_9003""],[""i3lm39"",""2.7.7.86"",""A_9004""]]"
care,train,i6x235,"I6X235__chain_A__EC_3.6.1.13,3.6.1.58","I6X235__chain_A__EC_3.6.1.13,3.6.1.58_METAL_0",3,0,0,MN,"[[""i6x235"",""3.6.1.13;3.6.1.58"",""A_9001""]]"
care,train,i6xd65,I6XD65__chain_A__EC_3.5.1.19,I6XD65__chain_A__EC_3.5.1.19_METAL_0,3,3,3,FE,"[[""i6xd65"",""3.5.1.19"",""A_9001""]]"
care,train,i6y4d2,I6Y4D2__chain_A__EC_3.5.1.28,I6Y4D2__chain_A__EC_3.5.1.28_METAL_0,3,2,2,ZN,"[[""i6y4d2"",""3.5.1.28"",""A_9001""]]"
care,train,i6y4d2,I6Y4D2__chain_A__EC_3.5.1.28,I6Y4D2__chain_A__EC_3.5.1.28_METAL_2,3,2,2,ZN,"[[""i6y4d2"",""3.5.1.28"",""A_9003""]]"
care,train,i6yee1,I6YEE1__chain_A__EC_3.1.4.14,I6YEE1__chain_A__EC_3.1.4.14_METAL_0,3,,,FE+MN,"[[""i6yee1"",""3.1.4.14"",""A_9001""],[""i6yee1"",""3.1.4.14"",""A_9002""]]"
care,train,k4zrc1,K4ZRC1__chain_A__EC_3.4.24.89,K4ZRC1__chain_A__EC_3.4.24.89_METAL_0,3,2,2,ZN,"[[""k4zrc1"",""3.4.24.89"",""A_9001""],[""k4zrc1"",""3.4.24.89"",""A_9003""]]"
care,train,k7n5m8,"K7N5M8__chain_A__EC_1.11.1.7,1.11.1.16,1.11.1.19","K7N5M8__chain_A__EC_1.11.1.7,1.11.1.16,1.11.1.19_METAL_0",1,0,0,MN,"[[""k7n5m8"",""1.11.1.7;1.11.1.16;1.11.1.19"",""A_9001""]]"
care,train,o00408,O00408__chain_A__EC_3.1.4.17,O00408__chain_A__EC_3.1.4.17_METAL_0,3,2,2,ZN,"[[""o00408"",""3.1.4.17"",""A_9001""],[""o00408"",""3.1.4.17"",""A_9002""],[""o00408"",""3.1.4.17"",""A_9003""]]"
care,train,o00408,O00408__chain_A__EC_3.1.4.17,O00408__chain_A__EC_3.1.4.17_METAL_1,3,2,2,ZN,"[[""o00408"",""3.1.4.17"",""A_9004""]]"
care,train,o00754,O00754__chain_A__EC_3.2.1.24,O00754__chain_A__EC_3.2.1.24_METAL_0,3,2,2,ZN,"[[""o00754"",""3.2.1.24"",""A_9001""]]"
care,train,o01705,"O01705__chain_A__EC_2.4.1.223,2.4.1.224,2.4.1.225","O01705__chain_A__EC_2.4.1.223,2.4.1.224,2.4.1.225_METAL_0",2,0,0,MN,"[[""o01705"",""2.4.1.223;2.4.1.224;2.4.1.225"",""A_9001""]]"
